sno,sna,sarea,total,ar,latitude,longitude,snaen,sareaen,aren
500108201,YouBike2.0_將軍嶺,內湖區,23,成功路二段371號,25.07457,121.5901,YouBike2.0_Jiangjun Ling,Neihu Dist,No. 371， Sec. 2， ChengGong Rd.
500108202,YouBike2.0_文湖街21巷82弄口,內湖區,18,文湖街21巷84號,25.08899,121.56036,YouBike2.0_Aly. 82， Ln. 21， WenHu St.,Neihu Dist,No. 84， Ln. 21， WenHu St.
500108203,YouBike2.0_西湖公園(內湖路一段387巷),內湖區,25,內湖路一段411巷68號對側,25.08409,121.57066,YouBike2.0_Xihu Park (Ln. 387， Sec. 1， NeiHu Rd.),Neihu Dist,No. 68， Ln. 411， Sec. 1， NeiHu Rd. (Opposite)
500108204,YouBike2.0_國立臺灣戲曲學院(內湖校區),內湖區,26,內湖路二段175號,25.08107,121.58609,YouBike2.0_TCPA (NeiHu District),Neihu Dist,No. 175， Sec. 2， NeiHu Rd.
500109001,YouBike2.0_承德路七段304巷口,北投區,24,承德路七段306-308號(前),25.1168,121.5048,YouBike2.0_Ln. 304， Sec. 7， Chengde Rd.,Beitou Dist,No. 306-308， Chengde Rd. (Front)
500109002,YouBike2.0_洲美運動公園,北投區,25,洲美街271號(對面),25.10981,121.49886,YouBike2.0_Zhoumei Sports Park,Beitou Dist,No. 271， Zhoumei St. (Front)
500109003,YouBike2.0_榮華二明德路口,北投區,30,明德路212號(榮華二路側人行道),25.11357,121.52255,YouBike2.0_Ronghua 2nd & Mingde Rd. Intersection,Beitou Dist,No. 212， Mingde Rd. (Ronghua 2nd Rd. Side)
500109004,YouBike2.0_捷運明德站(1號出口),北投區,23,西安街一段明德路口(東南側),25.10896,121.51936,YouBike2.0_MRT Mingde Station (Exit 1),Beitou Dist,Sec.1， Xi'an St. & Mingde Rd. (Southeast)
500109005,YouBike2.0_文林建民路口,北投區,25,文林北路214-216號(前),25.10788,121.51457,YouBike2.0_Wenlin & Jianmin Intersection,Beitou Dist,No. 214-216， Wenlin N. Rd. (Front)
500109006,YouBike2.0_永欣綠地,北投區,37,行義路10巷2號(旁),25.12416,121.52607,YouBike2.0_Yongxin Greens,Beitou Dist,No， 2， Ln. 10， Xingyi Rd. (Side)
500109007,YouBike2.0_關渡宮,北投區,62,知行路360號(旁),25.11739,121.46288,YouBike2.0_Guandu Temple,Beitou Dist,No. 360， Zhixing Rd.
500109008,YouBike2.0_關渡自然公園,北投區,35,關渡路68號(對面),25.11884,121.46912,YouBike2.0_Guandu Nature Park,Beitou Dist,No. 68， Guandu Rd. (Opposite)
500109009,YouBike2.0_關渡醫院,北投區,14,知行路235巷7號(對面),25.1203,121.4665,YouBike2.0_Taipei Guandu hospital,Beitou Dist,No. 7， Ln. 235， Zhixing Rd. (Opposite)
500109010,YouBike2.0_捷運忠義站(1號出口),北投區,30,中央北路四段262號(對面),25.13149,121.47365,YouBike2.0_MRT Zhongyi Sta. (Exit 1),Beitou Dist,No. 262， Sec. 4， Zhongyang N. Rd. (Opposite)
500109011,YouBike2.0_捷運關渡站(1號出口),北投區,71,大度路三段270巷/立功街55巷(西南側),25.12397,121.46712,YouBike2.0_MRT Guandu Sta. (Exit 1),Beitou Dist,Ln. 270， Sec. 3， Dadu Rd. & Ln. 55， Ligong St. (Southwest)
500109012,YouBike2.0_捷運關渡站(2號出口),北投區,22,捷運關渡站2號出口外人行道,25.12618,121.46737,YouBike2.0_MRT Guandu Sta. (Exit 2),Beitou Dist,Ln. 583， Sec. 4， Zhongyang N. Rd. Intersection
500109013,YouBike2.0_中央北路四段540巷口,北投區,31,中央北路四段529號(對面),25.12796,121.46782,YouBike2.0_Ln. 540， Sec. 4， Zhongyang N. Rd. Intersection,Beitou Dist,No. 529， Sec. 4， Zhongyang N. Rd. (Opposite)
500109014,YouBike2.0_大度立德路口,北投區,18,大度路三段立德路口(西北側),25.1231,121.47092,YouBike2.0_Dadu & Lide Rd. Intersection,Beitou Dist,Sec. 3， Dadu Rd. & Lide Rd. Intersection (Northwest)
500109015,YouBike2.0_捷運復興崗站(1號出口),北投區,45,中央北路三段9-1號(對面),25.1378,121.4863,YouBike2.0_MRT Fuxinggang Sta. (Exit 1),Beitou Dist,No. 9-1， Sec. 3， Zhongyang N. Rd. (Opposite)
500109016,YouBike2.0_捷運復興崗站旅客服務中心,北投區,15,中央北路三段185號(前方),25.13666,121.48159,YouBike2.0_MRT Fuxinggang Sta Tourist Information Center,Beitou Dist,No. 185， Sec. 3， Zhongyang N. Rd.
500109017,YouBike2.0_豐年公園,北投區,29,大業路529號(對面),25.13475,121.49613,YouBike2.0_Fengnian Park,Beitou Dist,No. 259， Daye Rd. (Opposite)
500109018,YouBike2.0_稻香重三路口,北投區,15,稻香重三路口(對面路側),25.13997,121.48967,YouBike2.0_Daoxiang Chongshan Rd. Intersection,Beitou Dist,Daoxiang & Chongshan Rd. Intersection
500109019,YouBike2.0_國防大學政治作戰學院,北投區,45,中央北路二段167號(對面),25.13776,121.49345,YouBike2.0_Fu Hsing Kang College,Beitou Dist,No. 167， Sec. 2， Zhongyang N. Rd. (Opposite)
500109020,YouBike2.0_秀山區民活動中心,北投區,36,秀山路50號(旁),25.14582,121.49303,YouBike2.0_Xiushan Community Center,Beitou Dist,No. 50， Xiushan Rd.
500109022,YouBike2.0_大業大同街口,北投區,42,大業路671號(對面),25.13691,121.49987,YouBike2.0_Daye Datong St. Intersection,Beitou Dist,No. 671， Daye Rd. (Opposite)
500109023,YouBike2.0_捷運新北投站,北投區,42,中和街10號(對面),25.13733,121.50339,YouBike2.0_MRT Xinbeitou Station,Beitou Dist,No. 10， Zhonghe St. (Opposite)
500109024,YouBike2.0_捷運北投站,北投區,30,光明路2巷3號(對面),25.13187,121.499,YouBike2.0_MRT Beitou Station,Beitou Dist,No. 3， Ln. 2， Guangming Rd. (Opposite)
500109025,YouBike2.0_捷運奇岩站(三合街),北投區,40,三合街二段486號(旁),25.12634,121.50099,YouBike2.0_MRT Qiyan Station(Sanhe St.),Beitou Dist,No. 486， Sec. 2， Sanhe St.
500109026,YouBike2.0_八仙里辦公處,北投區,25,北投路一段臨20號(旁),25.12297,121.50158,YouBike2.0_Baxian Village Office,Beitou Dist,No. 20， Sec. 1， Beitou Rd.
500109027,YouBike2.0_清江國小,北投區,58,公舘路198號(對面),25.12725,121.50676,YouBike2.0_Qingjiang Elementary School,Beitou Dist,No. 198， Gongguan Rd. (Opposite)
500109028,YouBike2.0_大業路300巷口,北投區,20,大業路302號(前),25.12814,121.49782,YouBike2.0_Ln. 300， Daye Rd. Intersction,Beitou Dist,No. 302， Daye Rd.
500109029,YouBike2.0_立農公園,北投區,21,承德路七段/吉利街(西北側),25.11798,121.50342,YouBike2.0_Linong Park,Beitou Dist,Sec. 7， Chengde Rd. & Jili St. (Northwest)
500109030,YouBike2.0_北投奇岩長青樂活大樓,北投區,15,三合街一段119號(前),25.12666,121.50373,YouBike2.0_Beitou Qiyan Elderly Service Center,Beitou Dist,No. 119， Sec. 1， Sanhe St.
500109031,YouBike2.0_捷運唭哩岸站(2號出口),北投區,48,西安街二段345-349號(對面),25.12087,121.50523,YouBike2.0_MRT Qilian Sta. (Exit 2),Beitou Dist,No. 345， Sec. 2， Xi'an St. (Opposite)
500109032,YouBike2.0_北投運動中心,北投區,70,石牌路一段39巷100號(旁),25.11666,121.50962,YouBike2.0_Beitou Sports Center,Beitou Dist,No. 100， Ln. 39， Sec. 1， Shipai Rd.
500109033,YouBike2.0_陽明大學,北投區,53,東華街二段136號(對面),25.11912,121.51223,YouBike2.0_National Yangming Jiaotong University,Beitou Dist,No. 136， Sec. 2， Donghua St. (Opposite)
500109034,YouBike2.0_捷運石牌站(2號出口),北投區,62,東華街一段526號(對面),25.11451,121.51567,YouBike2.0_MRT Shipai Sta. (Exit 2),Beitou Dist,No. 526， Sec. 1， Donghua St. (Opposite)
500109035,YouBike2.0_台北護理大學,北投區,42,石牌路二段100號(前),25.11752,121.51662,YouBike2.0_National Taipei University of Nursing and Health Sciences,Beitou Dist,No. 100， Sec. 2， Shipai Rd.
500109036,YouBike2.0_捷運石牌站(1號出口),北投區,33,石牌路一段139號(對面),25.11542,121.51469,YouBike2.0_MRT Shipai Sta. (Exit 1),Beitou Dist,No. 319， Sec. 1， Shipai Rd. (Opposite)
500109037,YouBike2.0_振興醫院,北投區,36,明德路365號(前),25.11753,121.52186,YouBike2.0_Cheng Hsin General Hospital,Beitou Dist,No. 365， Mingde Rd.
500109039,YouBike2.0_石牌國小,北投區,26,石牌路一段142號(對面),25.1144,121.51307,YouBike2.0_Shipai Elementary School,Beitou Dist,No. 142， Sec. 1， Shipai Rd. (Opposite)
500109040,YouBike2.0_振興公園,北投區,25,天母西路109號(對面),25.11865,121.5235,YouBike2.0_Zhenxing Park,Beitou Dist,No. 109， Tianmu W. Rd. (Opposite)
500109041,YouBike2.0_立農國小,北投區,25,立農街一段201號(對面),25.11978,121.50422,YouBike2.0_Linong Elementary School,Beitou Dist,No. 201， Sec. 1， Linong St. (Opposite)
500109042,YouBike2.0_承德路七段280巷口,北投區,17,承德路七段260號(前),25.11587,121.50576,YouBike2.0_No. 280， Sec. 7， Chengde Rd. Intersection,Beitou Dist,No. 260， Sec. 7， Chengde Rd.
500109043,YouBike2.0_致遠一路二段11巷,北投區,22,自強街61巷8號(旁),25.11093,121.51382,YouBike2.0_Ln. 11， Sec. 2， Zhiyuan 1st Rd.,Beitou Dist,No. 8， Ln. 61， Ziqiang St.
500109044,YouBike2.0_榮富公園,北投區,13,榮華三路2號(旁),25.1137,121.52437,YouBike2.0_Rongfu Park,Beitou Dist,No. 2， Ronghua 3rd Rd.
500109045,YouBike2.0_中正高中,北投區,31,文林北路77號(前),25.10467,121.51654,YouBike2.0_Zhongzheng Senior High School,Beitou Dist,No. 77， Wenlin N. Rd.
500109046,YouBike2.0_立功立德路口,北投區,41,立德路15號(前),25.12501,121.47158,YouBike2.0_Ligong & Lide Rd. Intersection,Beitou Dist,No.15， Lide Rd. (Front)
500109047,YouBike2.0_桃源國中,北投區,22,中央北路四段32號(旁),25.13485,121.47769,YouBike2.0_Taoyuan Junior High School,Beitou Dist,No. 32， Sec.4， Zhongyang Rd. (Side)
500109048,YouBike2.0_陽明交大圖書館,北投區,37,陽明交大圖書館後方機車停車場,25.12081,121.51352,YouBike2.0_National Yang-Ming University Library,Beitou Dist,Parking lot at the back of the NYCU Library
500109049,YouBike2.0_捷運新北投站(2號出口),北投區,24,光明路225號(對面),25.13675,121.50224,YouBike2.0_MRT Xinbeitou Sta. (Exit 2),Beitou Dist,No. 225， Guangming Rd. (Opposite)
500109050,YouBike2.0_復興公園,北投區,28,中和街61號對側,25.13872,121.5021,YouBike2.0_Fuxing Park,Beitou Dist,No. 61， Zhonghe St.
500109051,YouBike2.0_承德石牌路口,北投區,17,承德路七段與石牌路一段口北側,25.11272,121.50922,YouBike2.0_Chengde Rd. & Shipai Rd. Intersection,Beitou Dist,Sec. 7， Chengde Rd. & Sec. 1， Shipai Rd. Intersection (North)
500109052,YouBike2.0_承德路七段188巷口,北投區,16,承德路七段192-198號前,25.11416,121.50771,YouBike2.0_Ln. 188， Sec. 7， Chengde Rd. Intersection,Beitou Dist,No. 192-198， Sec. 7， Chengde Rd.
500109053,YouBike2.0_捷運明德站(3號出口),北投區,48,西安街一段183號對側,25.11,121.51841,YouBike2.0_MRT Mingde Sta.(Exit.3),Beitou Dist,No. 183， Sec. 1， Xi'an St.
500109054,YouBike2.0_大豐公園,北投區,39,大興街145號前,25.13102,121.50408,YouBike2.0_Dafeng Park,Beitou Dist,No. 145， Dasing St.
500109055,YouBike2.0_洲美公園,北投區,30,福美路199號旁,25.10032,121.50599,YouBike2.0_Zhoumei Park,Beitou Dist,No. 199， Fumei Rd.
500109056,YouBike2.0_中和街455巷11弄,北投區,25,中和街455巷11弄6-8號(前),25.14319,121.49621,YouBike2.0_Aly. 11， Ln. 455， Zhonghe St.,Beitou Dist,No. 6-8， Aly. 11， Ln. 455， Zhonghe St.
500109057,YouBike2.0_洲美蜆仔港公園,北投區,27,洲美蜆仔港公園西南側(福美路側),25.10065,121.51107,YouBike2.0_Zhoumei Xianzaigang Park,Beitou Dist,Zhoumei Xianzaigang Park(Southwest)
500109058,YouBike2.0_文化三杏林一路口,北投區,17,杏林一路3號(旁),25.14058,121.49915,YouBike2.0_Wenhua 3rd Rd. & Xinglin 1st Rd. Intersection,Beitou Dist,No. 3， Xinglin 1st Rd.
500109059,YouBike2.0_珠海復興一路口,北投區,28,珠海路/復興一路口(東側),25.14045,121.50446,YouBike2.0_Zhuhai Rd. & Fuxing 1st Rd. Intersection,Beitou Dist,Zhuhai Rd. & Fuxing 1st Rd. Intersection (East)
500109060,YouBike2.0_裕民二路33巷,北投區,15,裕民二路33巷/裕民六路(西北側),25.11535,121.51736,YouBike2.0_Ln. 33， Yumin 2nd Rd.,Beitou Dist,Ln. 33， Yumin 2nd Rd. & Yumin 6th Rd. Intersection (Northwest)
500109061,YouBike2.0_新奇岩社會住宅,北投區,12,磺港路269-271號(旁),25.12287,121.5037,YouBike2.0_Xinqiyan Social Housing,Beitou Dist,No. 269-271， Huanggang Rd.
500109062,YouBike2.0_泉源公園,北投區,15,珠海路145號(對側公園),25.14193,121.50835,YouBike2.0_Quanyuan Park,Beitou Dist,No. 145， Zhuhai Rd. (Opposite)
500109063,YouBike2.0_奇岩4號綠地,北投區,12,三合街一段79巷16號(對面),25.12533,121.50573,YouBike2.0_Qiyan No4 Green Space,Beitou Dist,No. 16， Ln. 79， Sec. 1， Sanhe St. (Opposite)
500109064,YouBike2.0_臺北健康護理大學(教研大樓),北投區,27,石牌路二段185號對側,25.11857,121.51846,YouBike2.0_NTUNHS,Beitou Dist,No. 185， Sec. 2， Shipai Rd. (Opposite)
500109065,YouBike2.0_奇岩一號公園,北投區,24,磺港路/清江路177巷(東側),25.12862,121.5033,YouBike2.0_Qiyan No.1 Park,Beitou Dist,Huanggang Rd. & Ln. 177， Qingjiang Rd. Intersection (East)
500109066,YouBike2.0_福星公園,北投區,30,文林北路280號(對側公園),25.1094,121.51248,YouBike2.0_Fuxing Park,Beitou Dist,No. 280， Wenlin N. Rd. (Opposite)
500109067,YouBike2.0_中庸公園,北投區,12,珠海路1號旁,25.13774,121.50142,YouBike2.0_Zhongyong Park,Beitou Dist,No. 1， Zhuhai Rd.
500109068,YouBike2.0_豐年公園_1,北投區,33,大業路539號,25.13529,121.49664,YouBike2.0_Fengnian Park_1,Beitou Dist,No. 259， Daye Rd. (Opposite)
500109070,YouBike2.0_光明溫泉路口,北投區,30,光明路148號對側人行道,25.13431,121.50226,YouBike2.0_Guangming Rd. & Wenquan Rd. Intersection,Beitou Dist,No. 148， Guangming Rd. (Opposite)
500109071,YouBike2.0_和信治癌中心醫院,北投區,25,立德路125號,25.12757,121.47207,YouBike2.0_Koo Foundation Sun Yat-Sen Cancer Center,Beitou Dist,No. 125， Lide Rd.
500109072,YouBike2.0_致遠新村,北投區,22,秀山路26號(懷遠新村社區入口南側),25.14319,121.49093,YouBike2.0_Zhiyuan New Village,Beitou Dist,No. 26， Xiushan Rd.
500109073,YouBike2.0_北投公園露天溫泉,北投區,15,中山路6號西側(北投溪木道西側),25.13684,121.50792,YouBike2.0_Beitou Public Hotspring,Beitou Dist,No. 6， Zhongshan Rd.
500109074,YouBike2.0_中和街493巷9弄口,北投區,16,中和街493巷9弄2號對側,25.1439,121.49447,YouBike2.0_Aly. 9， Ln. 493， Zhonghe St.,Beitou Dist,No. 2， Aly. 9， Ln. 493， Zhonghe St. (Opposite)
500109075,YouBike2.0_捷運北投站(1號出口),北投區,58,光明路2巷/光明路交叉口,25.13258,121.49862,YouBike2.0_MRT Beitou Sta. (Exit 1),Beitou Dist,Ln. 2， Guangming Rd. & Guangming Rd. Intersection
500109076,YouBike2.0_石牌立農街口,北投區,29,石牌路二段/立農街二段口,25.11879,121.51921,YouBike2.0_Shipai Rd. & Linong St. Intersection,Beitou Dist,Sec. 2， Shipai Rd. & Sec. 2， Linong St. Intersection
500109077,YouBike2.0_捷運唭哩岸站(1號出口),北投區,20,捷運唭哩岸站一(東華) 公車亭對側人行道,25.12082,121.50727,YouBike2.0_MRT Qilian Sta. (Exit 1),Beitou Dist,Qilian Station 1(Donghua). (Opposite)
500109078,YouBike2.0_大興光明路2巷口,北投區,14,大興街50號對側人行道,25.13043,121.50017,YouBike2.0_No. 50， Daxing St. (Opposite),Beitou Dist,Daxing St. & Ln. 2， Guangming Rd. Intersection
500109079,YouBike2.0_捷運忠義站(2號出口),北投區,33,捷運忠義站(2號出口)無障礙坡道旁,25.13076,121.47347,YouBike2.0_MRT Zhongyi Sta. (Exit. 2),Beitou Dist,MRT Zhongyi Sta. (Exit. 2)
500109080,YouBike2.0_福國承德路口,北投區,15,承德路六段80號南側,25.10171,121.51263,YouBike2.0_Fuguo Rd. & Chengde Rd. Intersection,Beitou Dist,No. 80， Sec. 6， Chengde Rd.
500109081,YouBike2.0_捷運北投站(1號出口)(北投路側),北投區,40,捷運北投站(1號出口)(北投路側),25.13201,121.49817,YouBike2.0_MRT Beitou Sta. (Exit 1) ( Beitou Rd.),Beitou Dist,MRT Beitou Sta. (Exit 1) ( Beitou Rd.)
500109082,YouBike2.0_華固創富中心,北投區,15,承德路六段120號(北側地下室車道旁),25.10392,121.51244,YouBike2.0_Innovation Fortune Center,Beitou Dist,No. 120， Sec. 6， Chengde Rd.
500109084,YouBike2.0_崇仰公園(公舘路255巷),北投區,20,公舘路255巷43號東側道路對面,25.12595,121.51098,YouBike2.0_Chongyang Park (Ln. 255， Gongguan Rd.),Beitou Dist,No. 43， Ln. 255， Gongguan Rd. (Opposite)
500109085,YouBike2.0_北投文化公園(北側),北投區,20,文化三路2號西側公園,25.13713,121.49706,YouBike2.0_Wenhua No.1 Park (North),Beitou Dist,No. 2， Wenhua 3rd Rd.
500109086,YouBike2.0_中和綠地,北投區,30,中和街365號旁,25.1419,121.4989,YouBike2.0_Zhonghe Green,Beitou Dist,No. 365， Zhonghe St.
500109087,YouBike2.0_大業路65巷口,北投區,25,大業路/大業路65巷口,25.12307,121.49906,YouBike2.0_Ln. 65， Daye Rd.,Beitou Dist,Daye Rd. & Ln. 65， Daye Rd. Intersection
500109088,YouBike2.0_公舘承德路口,北投區,25,承德路七段390號前,25.11969,121.50169,YouBike2.0_Gongguan Rd. & Chengde Rd. Intersection,Beitou Dist,No. 390， Sec. 7， Chengde Rd.
500109089,YouBike2.0_文林北明德路口(東北側),北投區,15,文林北路112號,25.10576,121.5173,YouBike2.0_Wenlin N. Rd. & Mingde Rd. Intersection (Northeast),Beitou Dist,No. 112， Wenlin N. Rd.
500109091,YouBike2.0_永興路一段32巷口,北投區,12,永興路一段32巷/永興路一段,25.13905,121.50012,YouBike2.0_Ln. 32， Sec. 1， Yongxing Rd.,Beitou Dist,Ln. 32， Sec. 1， Yongxing Rd. & Sec. 1， Yongxing Rd. Intersection
500109092,YouBike2.0_國立陽明交通大學(甲棟),北投區,30,立農街二段155之1號,25.11944,121.51453,YouBike2.0_NYCU ( Bldg. A),Beitou Dist,No. 155-1， Sec. 2， LinOng St.
500109093,YouBike2.0_關渡國中,北投區,24,知行路210巷16號前對側,25.11955,121.46735,YouBike2.0_Guan Do Junior High School,Beitou Dist,No. 16， Ln. 210， ZhiXing Rd. (Opposite)
500109094,YouBike2.0_立功街55巷口,北投區,14,立功街76號對側,25.12518,121.46922,YouBike2.0_Ln. 55， LiGong St.,Beitou Dist,No. 76， LiGong St. (Opposite)
500109095,YouBike2.0_承德路七段401巷(洲美橋下),北投區,25,承德路七段401巷200號斜對面,25.11483,121.49934,YouBike2.0_Ln. 401， Sec. 7， ChengDe Rd. (ZhouMei Bridge),Beitou Dist,No. 200， Ln. 401， Sec. 7， ChengDe Rd. (Opposite)
500109096,YouBike2.0_大業路(農禪寺),北投區,16,大業路6號,25.12231,121.49964,YouBike2.0_DaYe Rd. (Nung Chan Monastery),Beitou Dist,No. 6， DaYe Rd.
500109097,YouBike2.0_中國電影製片廠,北投區,15,中央北路二段400號,25.13843,121.48802,YouBike2.0_China Film Studio,Beitou Dist,No. 400， Sec. 2， ZhongYang N. Rd.
500109098,YouBike2.0_北投新興公園,北投區,15,新興路/崗山路,25.13997,121.48711,YouBike2.0_ShinShing Park,Beitou Dist,XinXing Rd. & GangShan Rd. Intersection
500109099,YouBike2.0_捷運石牌站(2號出口)(西安街一段),北投區,23,西安街一段325號對側,25.11332,121.51615,YouBike2.0_MRT Shipai Sta. (Exit 2) (Sec. 1， XiAn St.),Beitou Dist,No. 325， Sec. 1， XiAn St. (Opposite)
500109100,YouBike2.0_華碩立功大樓,北投區,15,立德路115號東北側,25.12771,121.47071,YouBike2.0_ASUS LiGong Building,Beitou Dist,No. 115， LiDe Rd. Intersection (Northeast)
500109101,YouBike2.0_關渡碼頭,北投區,50,關渡碼頭東南側,25.12066,121.46228,YouBike2.0_Guandu Wharf,Beitou Dist,Guandu Wharf (Southeast)
500109102,YouBike2.0_珠海路(48號公園),北投區,15,珠海路/48號公園公車站,25.14262,121.51218,YouBike2.0_ZhuHai Rd. (Park NO.48),Beitou Dist,ZhuHai Rd. (Bus Station：Park NO.48)
500109103,YouBike2.0_承德文林北路口(西側),北投區,16,承德路六段483-1號前,25.11032,121.51097,YouBike2.0_ChengDe Rd. & WenLin N. Rd. Intersection (West),Beitou Dist,No. 483-1， Sec. 6， ChengDe Rd.
500109104,YouBike2.0_石牌路二段324巷口,北投區,15,石牌路二段324巷1號(對面),25.12164,121.52404,YouBike2.0_Ln. 324， Sec. 2， ShiPai Rd.,Beitou Dist,No. 1， Ln. 324， Sec. 2， ShiPai Rd. (Opposite)
500109105,YouBike2.0_北投文化公園(中央北路),北投區,16,中央北路一段228巷3號(旁),25.13632,121.49686,YouBike2.0_Wenhua No.1 Park (ZhongYang N. Rd.),Beitou Dist,No. 3， Ln. 228， Sec. 1， ZhongYang N. Rd.
500109106,YouBike2.0_泉源路23巷口,北投區,25,泉源路23巷/泉源路,25.13939,121.50571,YouBike2.0_Ln. 23， QuanYuan Rd.,Beitou Dist,Ln. 23， QuanYuan Rd. & QuanYuan Rd. Intersection
500109107,YouBike2.0_大業路667巷口,北投區,23,大業路673號,25.13709,121.4996,YouBike2.0_Ln. 667， DaYe Rd.,Beitou Dist,No. 673， DaYe Rd.
500109108,YouBike2.0_幼華中學(大業路),北投區,26,大業路512號,25.13372,121.49602,YouBike2.0_Taipei YouHua High School (DaYe Rd.),Beitou Dist,No. 512， DaYe Rd.
